home_idx,away_idx,margin,home_team,away_team,home_pr,away_pr,home_off,home_def,away_off,away_def
19,26,3.0,NYK,SAS,0.0291673104305282,0.0261337119399451,0.961948,0.961574,1.022324,1.022463
6,2,-29.0,DAL,BOS,0.0400431558863304,0.0772253049343108,0.973076,0.945594,1.008049,0.944763
10,28,-17.0,HOU,UTA,0.0063633062928196,0.0537611219294618,0.992851,1.06718,1.025165,0.973709
7,12,30.0,DEN,LAC,0.0345402587126149,0.0347824704668889,1.017956,0.998491,0.978238,0.977603
21,14,-8.0,ORL,MEM,0.0089507342892975,0.0598898243501919,0.942972,1.01223,1.04365,0.994827
26,8,12.0,SAS,DET,0.0261337119399451,0.012590743809682,1.022324,1.022463,0.949618,1.015795
13,0,16.0,LAL,ATL,0.0137511796875004,0.0543994736103703,1.013651,1.040915,1.032039,1.019011
18,1,-6.0,NOP,BKN,0.0208227100466635,0.0245005373461128,0.986774,0.99425,1.024876,1.016646
22,4,-14.0,PHI,CHI,0.035428294317116,0.0255075170500835,0.994641,0.971781,1.011078,1.014173
11,24,9.0,IND,POR,0.0210597726835284,0.0137597696546373,1.010643,1.039967,0.960516,1.037311
27,19,-4.0,TOR,NYK,0.0402042952349722,0.0291673104305282,0.989893,0.969089,0.961948,0.961574
16,3,-29.0,MIL,CHA,0.0280730979756421,0.0246902228698749,1.046029,1.016851,1.045667,1.04167
20,29,17.0,OKC,WAS,0.0096898554654642,0.0184133026207388,0.936351,1.006328,0.983764,1.013005
7,5,13.0,DEN,CLE,0.0345402587126149,0.0500866440470742,1.017956,0.998491,0.972418,0.953531
17,12,13.0,MIN,LAC,0.0464363618485504,0.0347824704668889,1.049302,1.026474,0.978238,0.977603
23,15,-8.0,PHX,MIA,0.0602335274538521,0.0457870794643961,1.034706,0.972419,0.992439,0.954699
25,13,-2.0,SAC,LAL,0.0125988940675179,0.0137511796875004,0.998358,1.046842,1.013651,1.040915
4,28,8.0,CHI,UTA,0.0255075170500835,0.0537611219294618,1.011078,1.014173,1.025165,0.973709
9,21,-14.0,GSW,ORL,0.0711095215138326,0.0089507342892975,1.001005,0.950809,0.942972,1.01223
26,2,-5.0,SAS,BOS,0.0261337119399451,0.0772253049343108,1.022324,1.022463,1.008049,0.944763
6,18,10.0,DAL,NOP,0.0400431558863304,0.0208227100466635,0.973076,0.945594,0.986774,0.99425
15,1,-1.0,MIA,BKN,0.0457870794643961,0.0245005373461128,0.992439,0.954699,1.024876,1.016646
8,22,-12.0,DET,PHI,0.012590743809682,0.035428294317116,0.949618,1.015795,0.994641,0.971781
20,6,11.0,OKC,DAL,0.0096898554654642,0.0400431558863304,0.936351,1.006328,0.973076,0.945594
